School Giga ID,School Name,Longitude,Latitude,Education Level,Country ISO3 Code,Country Name,School Data Source,Nearest Tower,Nearest Tower Lat,Nearest Tower Lon,Distance to Nearest Tower (km),Connectivity Status
86ba6608-98ff-3ca0-a671-86b3300c2bc7,Amudat community /fal centre,34.944461822509766,1.953480005264282,Unknown,UGA,Uganda,,40811,1.5908,34.9929,40.46399765416013,Poorly Connected
817c144f-c294-313b-b009-4fb32e465c5d,Amudat Islamic P.S,34.9439697265625,1.954990029335022,Unknown,UGA,Uganda,,40811,1.5908,34.9929,40.63678687191983,Poorly Connected
fc223ca9-643b-35df-a7a6-284f80821a54,Amugei P.S.,33.810970306396484,2.150049924850464,Unknown,UGA,Uganda,,43753,2.1571,33.7271,9.3623617997056,Poorly Connected
caa2cedd-8e76-364c-b092-0af3518218d7,Amugu P.S.,33.33256149291992,2.102220058441162,Unknown,UGA,Uganda,,10455,1.9396,33.349,18.07457708894149,Poorly Connected
c37d1463-e5b4-35d1-8b2b-91a8fff07a3e,Amukurat P.S.,33.829620361328125,1.805909991264343,Unknown,UGA,Uganda,,36527,1.8585,33.8324,5.82338007671003,Poorly Connected
818957a8-ba62-3d3d-bb6e-4bebbef81d0c,Amun Amun P.S.,32.890098571777344,2.061049938201904,Unknown,UGA,Uganda,,32075,2.0851,32.943,6.458090392985306,Poorly Connected
9eb22701-d3ad-366a-95a3-857a1daab83a,Amunga P.7 School,33.16630935668945,2.524980068206787,Unknown,UGA,Uganda,,40503,2.4898,32.935,26.017217458161674,Poorly Connected
bf5d3289-1e54-3936-b13e-04693819215e,Amuru Rec Kiceke P.S.,31.926130294799805,2.822949886322021,Unknown,UGA,Uganda,,44061,2.8141,31.9474,2.559362960724936,Poorly Connected
37696911-d843-37b8-a10e-8887328bacc7,Amuru S.S.S,31.941329956054688,2.806999921798706,Unknown,UGA,Uganda,,44061,2.8141,31.9474,1.035320738368016,Poorly Connected
d63a3a89-0ac4-3ac0-bdf8-cb69d0bd5d0b,Amurwo P.S.,34.10221099853516,0.886409997940063,Unknown,UGA,Uganda,,3925,0.8816,34.1155,1.57186616865198,Poorly Connected
0b4f9e7c-4464-38e7-be21-db3bed1a60f4,AMUSIA PRI SCHOOL,34.02037811279297,1.798959970474243,Unknown,UGA,Uganda,,5637,1.9135,34.0254,12.677633036434525,Poorly Connected
e4b5f4d7-4977-3bdf-b6a6-d92fcec805a1,Amusia P.S.,34.020538330078125,1.798939943313599,Unknown,UGA,Uganda,,5637,1.9135,34.0254,12.679072392517387,Poorly Connected
33b404aa-3b5a-3f07-ac27-00acc9f43266,Amusus P.S.,33.5644416809082,2.108360052108765,Unknown,UGA,Uganda,,7384,2.1036,33.5998,3.968489205282888,Poorly Connected
b81c0d7f-6178-379b-8f9b-4762d94f84e6,Amwanga P. 7 School,32.69240951538086,1.920590043067932,Unknown,UGA,Uganda,,29733,2.114,32.7968,24.336263250411285,Poorly Connected
